2025-01-11 16:18:01 DEBUG Connection:131 - {conn-10001,procId-1382} connected
2025-01-11 16:18:01 DEBUG Statement:136 - {conn-10001, stmt-20000} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10001, stmt-20000, rs-50000} query executed. 182.7038 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10001, stmt-20000} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10002,procId-1383} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001, rs-50001} query executed. 0.4621 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10003,procId-1384} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002, rs-50002} query executed. 0.4906 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10004,procId-1385} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003, rs-50003} query executed. 0.4446 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005,procId-1386} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004, rs-50004} query executed. 0.4083 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} created. select player_id, name, mails_read, mails_collect from player
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} Parameters : []
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} Types : []
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005, rs-50005} query executed. 2.5214 millis. select player_id, name, mails_read, mails_collect from player
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20005, rs-50005} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20005, rs-50005} Header: [player_id, name, mails_read, mails_collect]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108188971008, UbMFgzjgpsxMntRuBLkCF, xPTTuuXVE, {"529934124928991232": 918}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108230914048, gieGGIhyqqQlpgZzRTsLOcXkhZTBn, CAIFfN, {"529935431605682176": 344, "529935431836368896": 626}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108268662784, GuDIJcRSSQHHKQFBdrsFjMc, NejHHC, {"529934124727664640": 6, "529935431605682176": 332}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108306411520, ospggAfFENiPZxggHKggOQLtKHLY, rczLNJ, {"529934124887048192": 247, "529935431836368896": 746}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108344160256, dsGDnyAWnqUIhmIOCXndlJGYRaio, zfIUVeVNf, {}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108381908992, SEEwKKiRrehRkuAseQWKNVFTiG, oqtcAptX, {"529934124769607680": 649, "529935431681179648": 678}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108419657728, MJcTisrASbvAPnXBLwiXLIJ, feHfdJzk, {"529934124966739968": 245, "529935431643430912": 293, "529935431756677120": 268}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108453212160, AhWLoPesjZYwmiPWyWqte, DkFItWytE, {"529935430708101120": 195}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108495155200, IsYeYzwIRQDfGzdIdNXyjBHGBoIGS, hkQnHgV, {}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108528709632, mfTVqgZQfiOwWldNjclwYjSyduPf, BLhfdtdjs, {"529934124694110208": 770}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108566458368, YQJMWDevEEphwxIEYBmMWEx, TmdnYwIc, {"529934124694110208": 139}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108595818496, rXkFRcdKyqWVzlrKcuVIwXGz, QjfURaH, {"529934124647972864": 536, "529934124727664640": 974, "529934124928991232": 198}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108625178624, oJaFCEmtptfCijYXzpKGVIZWg, wqISCqbH, {}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108658733056, bevfQToWzIcHjcvvDQghV, vXKnllB, {"529934124928991232": 476, "529934124966739968": 315, "529935431798620160": 707}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108692287488, aqNptCkWCWaAjgjeGkUndmwLePXjK, qOypuiAJ, {"529934124966739968": 240, "529935431718928384": 430, "529935431836368896": 190}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108721647616, XhIqRcXgpedzYLDoYUYqxKh, MfamkfAYo, {"529934124928991232": 330, "529935431836368896": 2}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108751007744, oANqyjviDkIAEUYaTrvfYnau, uzOwNXqi, {}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [530277108780367872, CDPvBjfreNxlAAysoKij, bcCtuc, {"529934124694110208": 178, "529934124769607680": 354, "529935431521796096": 477}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532458376792113152, content, title, {}, {}, 2025-01-09 15:19:30.0, 2025-02-09 15:19:30.0, 2025-01-09 15:19:30.0, 2025-01-09 15:19:30.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532458397369368576, content, title, {}, {}, 2025-01-09 15:19:35.0, 2025-02-09 15:19:35.0, 2025-01-09 15:19:35.0, 2025-01-09 15:19:35.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532458418420580352, content, title, {}, {}, 2025-01-09 15:19:40.0, 2025-02-09 15:19:40.0, 2025-01-09 15:19:40.0, 2025-01-09 15:19:40.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532458439505346560, content, title, {}, {}, 2025-01-09 15:19:45.0, 2025-02-09 15:19:45.0, 2025-01-09 15:19:45.0, 2025-01-09 15:19:45.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532458460531392512, content, title, {}, {}, 2025-01-09 15:19:50.0, 2025-02-09 15:19:50.0, 2025-01-09 15:19:50.0, 2025-01-09 15:19:50.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532458481544855552, content, title, {}, {}, 2025-01-09 15:19:55.0, 2025-02-09 15:19:55.0, 2025-01-09 15:19:55.0, 2025-01-09 15:19:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532458502604455936, content, title, {}, {}, 2025-01-09 15:20:00.0, 2025-02-09 15:20:00.0, 2025-01-09 15:20:00.0, 2025-01-09 15:20:00.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532458523680833536, content, title, {}, {}, 2025-01-09 15:20:05.0, 2025-02-09 15:20:05.0, 2025-01-09 15:20:05.0, 2025-01-09 15:20:05.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532464224616579072, content, title, {}, {}, 2025-01-09 15:42:44.0, 2025-02-09 15:42:44.0, 2025-01-09 15:42:44.0, 2025-01-09 15:42:44.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [532464245269331968, content, title, {}, {}, 2025-01-09 15:42:49.0, 2025-02-09 15:42:49.0, 2025-01-09 15:42:49.0, 2025-01-09 15:42:49.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533174967548772352, content, title, {}, {}, 2025-01-11 14:46:58.0, 2025-02-11 14:46:58.0, 2025-01-11 14:46:58.0, 2025-01-11 14:46:58.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533174971730493440, content, title, {}, {}, 2025-01-11 14:46:59.0, 2025-02-11 14:46:59.0, 2025-01-11 14:46:59.0, 2025-01-11 14:46:59.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533174976042237952, content, title, {}, {}, 2025-01-11 14:47:00.0, 2025-02-11 14:47:00.0, 2025-01-11 14:47:00.0, 2025-01-11 14:47:00.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533174980257513472, content, title, {}, {}, 2025-01-11 14:47:01.0, 2025-02-11 14:47:01.0, 2025-01-11 14:47:01.0, 2025-01-11 14:47:01.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533174984548286464, content, title, {}, {}, 2025-01-11 14:47:02.0, 2025-02-11 14:47:02.0, 2025-01-11 14:47:02.0, 2025-01-11 14:47:02.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533174988797116416, content, title, {}, {}, 2025-01-11 14:47:03.0, 2025-02-11 14:47:03.0, 2025-01-11 14:47:03.0, 2025-01-11 14:47:03.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533174992995614720, content, title, {}, {}, 2025-01-11 14:47:04.0, 2025-02-11 14:47:04.0, 2025-01-11 14:47:04.0, 2025-01-11 14:47:04.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533174997298970624, content, title, {}, {}, 2025-01-11 14:47:05.0, 2025-02-11 14:47:05.0, 2025-01-11 14:47:05.0, 2025-01-11 14:47:05.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175001514246144, content, title, {}, {}, 2025-01-11 14:47:06.0, 2025-02-11 14:47:06.0, 2025-01-11 14:47:06.0, 2025-01-11 14:47:06.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175005813407744, content, title, {}, {}, 2025-01-11 14:47:07.0, 2025-02-11 14:47:07.0, 2025-01-11 14:47:07.0, 2025-01-11 14:47:07.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175010024488960, content, title, {}, {}, 2025-01-11 14:47:08.0, 2025-02-11 14:47:08.0, 2025-01-11 14:47:08.0, 2025-01-11 14:47:08.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175014277513216, content, title, {}, {}, 2025-01-11 14:47:09.0, 2025-02-11 14:47:09.0, 2025-01-11 14:47:09.0, 2025-01-11 14:47:09.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175018610229248, content, title, {}, {}, 2025-01-11 14:47:10.0, 2025-02-11 14:47:10.0, 2025-01-11 14:47:10.0, 2025-01-11 14:47:10.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175022917779456, content, title, {}, {}, 2025-01-11 14:47:11.0, 2025-02-11 14:47:11.0, 2025-01-11 14:47:11.0, 2025-01-11 14:47:11.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175027183386624, content, title, {}, {}, 2025-01-11 14:47:12.0, 2025-02-11 14:47:12.0, 2025-01-11 14:47:12.0, 2025-01-11 14:47:12.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175031457382400, content, title, {}, {}, 2025-01-11 14:47:13.0, 2025-02-11 14:47:13.0, 2025-01-11 14:47:13.0, 2025-01-11 14:47:13.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175035752349696, content, title, {}, {}, 2025-01-11 14:47:14.0, 2025-02-11 14:47:14.0, 2025-01-11 14:47:14.0, 2025-01-11 14:47:14.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175040101842944, content, title, {}, {}, 2025-01-11 14:47:15.0, 2025-02-11 14:47:15.0, 2025-01-11 14:47:15.0, 2025-01-11 14:47:15.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175044291952640, content, title, {}, {}, 2025-01-11 14:47:16.0, 2025-02-11 14:47:16.0, 2025-01-11 14:47:16.0, 2025-01-11 14:47:16.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175048570142720, content, title, {}, {}, 2025-01-11 14:47:17.0, 2025-02-11 14:47:17.0, 2025-01-11 14:47:17.0, 2025-01-11 14:47:17.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175052881887232, content, title, {}, {}, 2025-01-11 14:47:19.0, 2025-02-11 14:47:19.0, 2025-01-11 14:47:19.0, 2025-01-11 14:47:19.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175057126522880, content, title, {}, {}, 2025-01-11 14:47:20.0, 2025-02-11 14:47:20.0, 2025-01-11 14:47:20.0, 2025-01-11 14:47:20.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175061396324352, content, title, {}, {}, 2025-01-11 14:47:21.0, 2025-02-11 14:47:21.0, 2025-01-11 14:47:21.0, 2025-01-11 14:47:21.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175065607405568, content, title, {}, {}, 2025-01-11 14:47:22.0, 2025-02-11 14:47:22.0, 2025-01-11 14:47:22.0, 2025-01-11 14:47:22.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175069885595648, content, title, {}, {}, 2025-01-11 14:47:23.0, 2025-02-11 14:47:23.0, 2025-01-11 14:47:23.0, 2025-01-11 14:47:23.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175074155397120, content, title, {}, {}, 2025-01-11 14:47:24.0, 2025-02-11 14:47:24.0, 2025-01-11 14:47:24.0, 2025-01-11 14:47:24.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175078458753024, content, title, {}, {}, 2025-01-11 14:47:25.0, 2025-02-11 14:47:25.0, 2025-01-11 14:47:25.0, 2025-01-11 14:47:25.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175082749526016, content, title, {}, {}, 2025-01-11 14:47:26.0, 2025-02-11 14:47:26.0, 2025-01-11 14:47:26.0, 2025-01-11 14:47:26.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175087040299008, content, title, {}, {}, 2025-01-11 14:47:27.0, 2025-02-11 14:47:27.0, 2025-01-11 14:47:27.0, 2025-01-11 14:47:27.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175091339460608, content, title, {}, {}, 2025-01-11 14:47:28.0, 2025-02-11 14:47:28.0, 2025-01-11 14:47:28.0, 2025-01-11 14:47:28.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175938551119872, content, title, {}, {}, 2025-01-11 14:50:50.0, 2025-02-11 14:50:50.0, 2025-01-11 14:50:50.0, 2025-01-11 14:50:50.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175942778978304, content, title, {}, {}, 2025-01-11 14:50:51.0, 2025-02-11 14:50:51.0, 2025-01-11 14:50:51.0, 2025-01-11 14:50:51.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175947099111424, content, title, {}, {}, 2025-01-11 14:50:52.0, 2025-02-11 14:50:52.0, 2025-01-11 14:50:52.0, 2025-01-11 14:50:52.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175951318581248, content, title, {}, {}, 2025-01-11 14:50:53.0, 2025-02-11 14:50:53.0, 2025-01-11 14:50:53.0, 2025-01-11 14:50:53.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175955521273856, content, title, {}, {}, 2025-01-11 14:50:54.0, 2025-02-11 14:50:54.0, 2025-01-11 14:50:54.0, 2025-01-11 14:50:54.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175959799463936, content, title, {}, {}, 2025-01-11 14:50:55.0, 2025-02-11 14:50:55.0, 2025-01-11 14:50:55.0, 2025-01-11 14:50:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175964107014144, content, title, {}, {}, 2025-01-11 14:50:56.0, 2025-02-11 14:50:56.0, 2025-01-11 14:50:56.0, 2025-01-11 14:50:56.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175968309706752, content, title, {}, {}, 2025-01-11 14:50:57.0, 2025-02-11 14:50:57.0, 2025-01-11 14:50:57.0, 2025-01-11 14:50:57.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175972600479744, content, title, {}, {}, 2025-01-11 14:50:58.0, 2025-02-11 14:50:58.0, 2025-01-11 14:50:58.0, 2025-01-11 14:50:58.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175976882864128, content, title, {}, {}, 2025-01-11 14:50:59.0, 2025-02-11 14:50:59.0, 2025-01-11 14:50:59.0, 2025-01-11 14:50:59.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175981161054208, content, title, {}, {}, 2025-01-11 14:51:00.0, 2025-02-11 14:51:00.0, 2025-01-11 14:51:00.0, 2025-01-11 14:51:00.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175985426661376, content, title, {}, {}, 2025-01-11 14:51:01.0, 2025-02-11 14:51:01.0, 2025-01-11 14:51:01.0, 2025-01-11 14:51:01.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175989700657152, content, title, {}, {}, 2025-01-11 14:51:02.0, 2025-02-11 14:51:02.0, 2025-01-11 14:51:02.0, 2025-01-11 14:51:02.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175994016595968, content, title, {}, {}, 2025-01-11 14:51:03.0, 2025-02-11 14:51:03.0, 2025-01-11 14:51:03.0, 2025-01-11 14:51:03.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533175998236065792, content, title, {}, {}, 2025-01-11 14:51:04.0, 2025-02-11 14:51:04.0, 2025-01-11 14:51:04.0, 2025-01-11 14:51:04.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176002497478656, content, title, {}, {}, 2025-01-11 14:51:05.0, 2025-02-11 14:51:05.0, 2025-01-11 14:51:05.0, 2025-01-11 14:51:05.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176006771474432, content, title, {}, {}, 2025-01-11 14:51:06.0, 2025-02-11 14:51:06.0, 2025-01-11 14:51:06.0, 2025-01-11 14:51:06.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176011099996160, content, title, {}, {}, 2025-01-11 14:51:07.0, 2025-02-11 14:51:07.0, 2025-01-11 14:51:07.0, 2025-01-11 14:51:07.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176015390769152, content, title, {}, {}, 2025-01-11 14:51:08.0, 2025-02-11 14:51:08.0, 2025-01-11 14:51:08.0, 2025-01-11 14:51:08.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176019668959232, content, title, {}, {}, 2025-01-11 14:51:09.0, 2025-02-11 14:51:09.0, 2025-01-11 14:51:09.0, 2025-01-11 14:51:09.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176023896817664, content, title, {}, {}, 2025-01-11 14:51:10.0, 2025-02-11 14:51:10.0, 2025-01-11 14:51:10.0, 2025-01-11 14:51:10.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176028187590656, content, title, {}, {}, 2025-01-11 14:51:11.0, 2025-02-11 14:51:11.0, 2025-01-11 14:51:11.0, 2025-01-11 14:51:11.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176032478363648, content, title, {}, {}, 2025-01-11 14:51:12.0, 2025-02-11 14:51:12.0, 2025-01-11 14:51:12.0, 2025-01-11 14:51:12.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176036739776512, content, title, {}, {}, 2025-01-11 14:51:13.0, 2025-02-11 14:51:13.0, 2025-01-11 14:51:13.0, 2025-01-11 14:51:13.0]
